"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 254.99999981]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   7.99999703]",image221363
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 249.00000021]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999923]",image221364
"[250.         249.5        249.         248.5        248.
 247.5        247.         246.5        246.         245.5
 244.99999938]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999928]",image221370
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 247.00000025]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000094]",image221371
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 251.00000021]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999923]",image221376
"[250.         252.6        255.2        257.8        260.4
 263.         265.6        268.2        270.8        273.4
 276.00000094]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000041]",image221382
"[250.         249.6        249.2        248.8        248.4
 248.         247.6        247.2        246.8        246.4
 246.00000024]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000094]",image221383
"[250.        249.4       248.8       248.2       247.6       247.
 246.4       245.8       245.2       244.6       244.0000002]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000074]",image221384
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 248.99995808]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   4.99997176]",image221388
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99999854]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99999763]",image221395
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99997763]","[ 4.80000000e+02  4.32000000e+02  3.84000000e+02  3.36000000e+02
  2.88000000e+02  2.40000000e+02  1.92000000e+02  1.44000000e+02
  9.60000000e+01  4.80000000e+01 -1.58220899e-05]",image221396
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 248.99997512]","[480.         432.1        384.2        336.3        288.4
 240.5        192.6        144.7         96.8         48.9
   0.99998104]",image221398
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 247.99997446]","[480.         432.1        384.2        336.3        288.4
 240.5        192.6        144.7         96.8         48.9
   0.99998247]",image221399
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99999854]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99999763]",image221404
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99999854]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99999763]",image221410
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99996854]","[480.         432.3        384.6        336.9        289.2
 241.5        193.8        146.1         98.4         50.7
   2.99997542]",image221411
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 248.99997764]","[ 4.80000000e+02  4.32000000e+02  3.84000000e+02  3.36000000e+02
  2.88000000e+02  2.40000000e+02  1.92000000e+02  1.44000000e+02
  9.60000000e+01  4.80000000e+01 -1.58215298e-05]",image221412
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 248.99997512]","[480.         432.1        384.2        336.3        288.4
 240.5        192.6        144.7         96.8         48.9
   0.99998104]",image221413
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 248.99997175]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99997886]",image221420
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 249.00000018]","[480.         432.3        384.6        336.9        289.2
 241.5        193.8        146.1         98.4         50.7
   2.99999995]",image221426
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 247.99999995]","[ 4.8000000e+02  4.3200000e+02  3.8400000e+02  3.3600000e+02
  2.8800000e+02  2.4000000e+02  1.9200000e+02  1.4400000e+02
  9.6000000e+01  4.8000000e+01 -3.5664417e-07]",image221427
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 247.99997446]","[480.         432.1        384.2        336.3        288.4
 240.5        192.6        144.7         96.8         48.9
   0.99998247]",image221428
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 247.99997224]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99997801]",image221432
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 248.00000018]","[480.         432.3        384.6        336.9        289.2
 241.5        193.8        146.1         98.4         50.7
   2.99999995]",image221433
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 250.99997175]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99997886]",image221438
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 251.00000018]","[480.         432.3        384.6        336.9        289.2
 241.5        193.8        146.1         98.4         50.7
   2.99999995]",image221442
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000018]","[480.         432.3        384.6        336.9        289.2
 241.5        193.8        146.1         98.4         50.7
   2.99999995]",image221443
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 251.99999941]","[480.         432.4        384.8        337.2        289.6
 242.         194.4        146.8         99.2         51.6
   3.99999931]",image221448
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image221451
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000021]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   6.00000152]",image221454
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99995277]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99996622]",image221455
"[250.         250.4        250.8        251.2        251.6
 252.         252.4        252.8        253.2        253.6
 253.99995282]","[480.         432.6        385.2        337.8        290.4
 243.         195.6        148.2        100.8         53.4
   5.99996625]",image221460
"[250.         250.4        250.8        251.2        251.6
 252.         252.4        252.8        253.2        253.6
 254.00000024]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000094]",image221461
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000025]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000094]",image221465
"[250.        250.2       250.4       250.6       250.8       251.
 251.2       251.4       251.6       251.8       252.0000002]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999923]",image221470
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 251.00000021]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999923]",image221471
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 250.00000024]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000094]",image221477
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 249.00000021]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999923]",image221478
"[250.        249.8       249.6       249.4       249.2       249.
 248.8       248.6       248.4       248.2       248.0000002]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999923]",image221481
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 247.00000025]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000094]",image221486
"[250.         249.6        249.2        248.8        248.4
 248.         247.6        247.2        246.8        246.4
 246.00000024]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000094]",image221487
"[250.         249.6        249.2        248.8        248.4
 248.         247.6        247.2        246.8        246.4
 245.99999833]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000139]",image221493
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 246.99999833]","[480.        432.8       385.6       338.4       291.2       244.
 196.8       149.6       102.4        55.2         8.0000014]",image221494
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 247.99999833]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000141]",image221498
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 249.00000723]","[480.         437.         394.         351.         308.
 265.         222.         179.         136.          93.
  50.00000915]",image221498
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 248.99999981]","[480.         447.         414.         381.         348.
 315.         282.         249.         216.         183.
 149.99999981]",image221503
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 254.99999829]","[480.         442.         404.         366.         328.
 290.         252.         214.         176.         138.
  99.99999666]",image221510
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00001433]","[480.         442.         404.         366.         328.
 290.         252.         214.         176.         138.
 100.00001542]",image221511
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000036]","[480.         440.         400.         360.         320.
 280.         240.         200.         160.         120.
  80.00000237]",image221512
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 250.00000723]","[480.         437.         394.         351.         308.
 265.         222.         179.         136.          93.
  50.00000915]",image221516
"[250.         251.         252.         253.         254.
 255.         256.         257.         258.         259.
 260.00000742]","[480.         437.         394.         351.         308.
 265.         222.         179.         136.          93.
  50.00000939]",image221524
"[250.         254.         258.         262.         266.
 270.         274.         278.         282.         286.
 290.00000786]","[4.80000000e+02 4.32000000e+02 3.84000000e+02 3.36000000e+02
 2.88000000e+02 2.40000000e+02 1.92000000e+02 1.44000000e+02
 9.60000000e+01 4.80000000e+01 7.84981379e-06]",image221530
"[250.         256.         262.         268.         274.
 280.         286.         292.         298.         304.
 309.99998707]","[ 4.80000000e+02  4.32000000e+02  3.84000000e+02  3.36000000e+02
  2.88000000e+02  2.40000000e+02  1.92000000e+02  1.44000000e+02
  9.60000000e+01  4.80000000e+01 -8.27980324e-06]",image221533
"[250.         257.         264.         271.         278.
 285.         292.         299.         306.         313.
 320.00000025]","[4.80000000e+02 4.32000000e+02 3.84000000e+02 3.36000000e+02
 2.88000000e+02 2.40000000e+02 1.92000000e+02 1.44000000e+02
 9.60000000e+01 4.80000000e+01 3.46484865e-07]",image221534
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99997763]","[ 4.80000000e+02  4.32000000e+02  3.84000000e+02  3.36000000e+02
  2.88000000e+02  2.40000000e+02  1.92000000e+02  1.44000000e+02
  9.60000000e+01  4.80000000e+01 -1.58220899e-05]",image221538
"[250.        250.5       251.        251.5       252.        252.5
 253.        253.5       254.        254.5       255.0000002]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image221543
"[250.        249.5       249.        248.5       248.        247.5
 247.        246.5       246.        245.5       245.0000002]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image221544
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 250.00000022]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000076]",image221549
"[250.        250.5       251.        251.5       252.        252.5
 253.        253.5       254.        254.5       255.0000002]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image221553
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image221554
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 248.99995808]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   4.99997176]",image221560
"[250.         250.4        250.8        251.2        251.6
 252.         252.4        252.8        253.2        253.6
 253.99995818]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   4.99997181]",image221561
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 250.00000022]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000076]",image221567
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image221568
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000021]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image221574
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 250.99995808]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   4.99997176]",image221575
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 251.99997224]","[480.         432.2        384.4        336.6        288.8
 241.         193.2        145.4         97.6         49.8
   1.99997801]",image221581
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000071]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000108]",image221584
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image221584
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99999949]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999952]",image003817
"[250.         251.5        253.         254.5        256.
 257.5        259.         260.5        262.         263.5
 265.00000032]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000074]",image003818
"[250.        250.        250.        250.        250.        250.
 250.        250.        250.        250.        249.9999998]","[480.        447.        414.        381.        348.        315.
 282.        249.        216.        183.        149.9999998]",image003819
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image003820
"[250.        250.5       251.        251.5       252.        252.5
 253.        253.5       254.        254.5       255.0000002]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   5.00000075]",image003824
"[250.         251.         252.         253.         254.
 255.         256.         257.         258.         259.
 260.00000096]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000056]",image003825
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000728]","[480.         437.         394.         351.         308.
 265.         222.         179.         136.          93.
  50.00000921]",image003865
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image003919
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000045]","[480.         432.9        385.8        338.7        291.6
 244.5        197.4        150.3        103.2         56.1
   9.00000116]",image003920
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 254.99999981]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   7.99999703]",image003921
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 256.00000083]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000104]",image003925
"[250.         250.6        251.2        251.8        252.4
 253.         253.6        254.2        254.8        255.4
 256.00000086]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000057]",image003926
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 256.99999964]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000058]",image003930
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 251.99999833]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000141]",image003935
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99999833]","[480.        432.8       385.6       338.4       291.2       244.
 196.8       149.6       102.4        55.2         8.0000014]",image003936
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 253.00000096]","[480.        432.9       385.8       338.7       291.6       244.5
 197.4       150.3       103.2        56.1         9.0000012]",image003941
"[250.        250.1       250.2       250.3       250.4       250.5
 250.6       250.7       250.8       250.9       251.0000008]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000048]",image003942
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000071]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000108]",image003946
"[250.         250.3        250.6        250.9        251.2
 251.5        251.8        252.1        252.4        252.7
 252.99999949]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999952]",image003950
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 250.99999638]","[480.        433.1       386.2       339.3       292.4       245.5
 198.6       151.7       104.8        57.9        10.9999968]",image003953
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 250.99999922]","[480.         434.         388.         342.         296.
 250.         204.         158.         112.          66.
  20.00000032]",image003954
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 250.99995808]","[480.         432.5        385.         337.5        290.
 242.5        195.         147.5        100.          52.5
   4.99997176]",image003959
"[250.         250.1        250.2        250.3        250.4
 250.5        250.6        250.7        250.8        250.9
 251.00000022]","[480.         439.5        399.         358.5        318.
 277.5        237.         196.5        156.         115.5
  75.00000079]",image003962
"[250.         249.9        249.8        249.7        249.6
 249.5        249.4        249.3        249.2        249.1
 249.00000021]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   6.99999923]",image004040
"[250.         249.7        249.4        249.1        248.8
 248.5        248.2        247.9        247.6        247.3
 247.00000025]","[480.         432.7        385.4        338.1        290.8
 243.5        196.2        148.9        101.6         54.3
   7.00000094]",image004046
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 247.99999833]","[480.         432.8        385.6        338.4        291.2
 244.         196.8        149.6        102.4         55.2
   8.00000141]",image004050
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99999949]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
   9.99999952]",image004051
"[250.         250.         250.         250.         250.
 250.         250.         250.         250.         250.
 249.99999414]","[480.         433.2        386.4        339.6        292.8
 246.         199.2        152.4        105.6         58.8
  11.99999456]",image004057
"[250.         249.8        249.6        249.4        249.2
 249.         248.8        248.6        248.4        248.2
 247.99999416]","[480.         433.2        386.4        339.6        292.8
 246.         199.2        152.4        105.6         58.8
  11.99999457]",image004058
"[250.         249.6        249.2        248.8        248.4
 248.         247.6        247.2        246.8        246.4
 245.99999419]","[480.         433.2        386.4        339.6        292.8
 246.         199.2        152.4        105.6         58.8
  11.99999463]",image004064
"[250.        249.6       249.2       248.8       248.4       248.
 247.6       247.2       246.8       246.4       246.0000007]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000109]",image004067
"[250.         249.3        248.6        247.9        247.2
 246.5        245.8        245.1        244.4        243.7
 243.00000079]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000044]",image004068
"[250.         249.5        249.         248.5        248.
 247.5        247.         246.5        246.         245.5
 245.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image004074
"[250.         249.2        248.4        247.6        246.8
 246.         245.2        244.4        243.6        242.8
 242.00000069]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000109]",image004077
"[250.         249.2        248.4        247.6        246.8
 246.         245.2        244.4        243.6        242.8
 242.00000069]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000109]",image015397
"[250.         249.4        248.8        248.2        247.6
 247.         246.4        245.8        245.2        244.6
 244.00000019]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image015398
"[250.         250.5        251.         251.5        252.
 252.5        253.         253.5        254.         254.5
 255.00000022]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000023]",image015399
"[250.        249.9       249.8       249.7       249.6       249.5
 249.4       249.3       249.2       249.1       249.0000008]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000048]",image015400
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 251.99999638]","[480.        433.1       386.2       339.3       292.4       245.5
 198.6       151.7       104.8        57.9        10.9999968]",image015401
"[250.         251.5        253.         254.5        256.
 257.5        259.         260.5        262.         263.5
 264.99999943]","[480.         433.1        386.2        339.3        292.4
 245.5        198.6        151.7        104.8         57.9
  10.99999928]",image015402
"[250.         251.5        253.         254.5        256.
 257.5        259.         260.5        262.         263.5
 265.00000032]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000074]",image015403
"[250.         250.2        250.4        250.6        250.8
 251.         251.2        251.4        251.6        251.8
 252.00000071]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000108]",image015405
"[250.        249.        248.        247.        246.        245.
 244.        243.        242.        241.        240.0000004]","[480.        433.        386.        339.        292.        245.
 198.        151.        104.         57.          9.9999979]",image015404
"[250.         250.7        251.4        252.1        252.8
 253.5        254.2        254.9        255.6        256.3
 257.00000044]","[480.         433.         386.         339.         292.
 245.         198.         151.         104.          57.
  10.00000079]",image015406
"[250.         248.5        247.         245.5        244.
 242.5        241.         239.5        238.         236.5
 235.00000065]","[480.        433.        386.        339.        292.        245.
 198.        151.        104.         57.         10.0000011]",image015407
